Unnamed: 0,warnum,disno,dyindex,statea,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,year,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,changes_1,changes_2,batdths,durindx,a_latitude,a_longitude,b_latitude,b_longitude,stateNameA,stateAbbA,stateNameB,stateAbbB
1047,151,51,51.028,900,710,11,5,1950,7,27,1953,1953,4,2,1,3,2.0,291.0,422612.0,,,422903.0,1,-24.7761086,134.755,35.000074,104.999927,Australia,AUL,China,CHN
1048,151,51,51.029,710,920,1,25,1951,7,27,1953,1951,1,4,3,1,2.0,422612.0,23.0,,,422635.0,2,35.000074,104.999927,-41.5000831,172.8344077,China,CHN,New Zealand,NEW
1049,151,51,51.029,710,920,1,25,1951,7,27,1953,1952,1,4,3,1,2.0,422612.0,23.0,,,422635.0,1,35.000074,104.999927,-41.5000831,172.8344077,China,CHN,New Zealand,NEW
1050,151,51,51.029,710,920,1,25,1951,7,27,1953,1953,1,4,3,1,2.0,422612.0,23.0,,,422635.0,3,35.000074,104.999927,-41.5000831,172.8344077,China,CHN,New Zealand,NEW
1051,151,51,51.029,920,710,1,25,1951,7,27,1953,1951,4,1,1,3,2.0,23.0,422612.0,,,422635.0,3,-41.5000831,172.8344077,35.000074,104.999927,New Zealand,NEW,China,CHN
1052,151,51,51.029,920,710,1,25,1951,7,27,1953,1952,4,1,1,3,2.0,23.0,422612.0,,,422635.0,1,-41.5000831,172.8344077,35.000074,104.999927,New Zealand,NEW,China,CHN
1053,151,51,51.029,920,710,1,25,1951,7,27,1953,1953,4,1,1,3,2.0,23.0,422612.0,,,422635.0,2,-41.5000831,172.8344077,35.000074,104.999927,New Zealand,NEW,China,CHN
1054,151,51,51.03,731,732,6,24,1950,7,27,1953,1950,1,3,1,3,2.0,316579.0,113248.0,,,429827.0,3,40.37366110000001,127.0870417,36.5581914,127.9408564,North Korea,PRK,South Korea,ROK
1055,151,51,51.03,731,732,6,24,1950,7,27,1953,1951,1,3,1,3,2.0,316579.0,113248.0,,,429827.0,2,40.37366110000001,127.0870417,36.5581914,127.9408564,North Korea,PRK,South Korea,ROK
1056,151,51,51.03,731,732,6,24,1950,7,27,1953,1952,1,3,1,3,2.0,316579.0,113248.0,,,429827.0,1,40.37366110000001,127.0870417,36.5581914,127.9408564,North Korea,PRK,South Korea,ROK
1057,151,51,51.03,731,732,6,24,1950,7,27,1953,1953,1,3,1,3,2.0,316579.0,113248.0,,,429827.0,4,40.37366110000001,127.0870417,36.5581914,127.9408564,North Korea,PRK,South Korea,ROK
1058,151,51,51.03,732,731,6,24,1950,7,27,1953,1950,3,1,3,1,2.0,113248.0,316579.0,,,429827.0,4,36.5581914,127.9408564,40.37366110000001,127.0870417,South Korea,ROK,North Korea,PRK
1059,151,51,51.03,732,731,6,24,1950,7,27,1953,1951,3,1,3,1,2.0,113248.0,316579.0,,,429827.0,1,36.5581914,127.9408564,40.37366110000001,127.0870417,South Korea,ROK,North Korea,PRK
1060,151,51,51.03,732,731,6,24,1950,7,27,1953,1952,3,1,3,1,2.0,113248.0,316579.0,,,429827.0,3,36.5581914,127.9408564,40.37366110000001,127.0870417,South Korea,ROK,North Korea,PRK
1061,151,51,51.03,732,731,6,24,1950,7,27,1953,1953,3,1,3,1,2.0,113248.0,316579.0,,,429827.0,2,36.5581914,127.9408564,40.37366110000001,127.0870417,South Korea,ROK,North Korea,PRK
1062,151,51,51.03100000000001,731,800,1,3,1951,7,27,1953,1951,1,4,3,1,2.0,316579.0,114.0,,,316693.0,3,40.37366110000001,127.0870417,14.8971921,100.83273,North Korea,PRK,Thailand,THI
1063,151,51,51.03100000000001,731,800,1,3,1951,7,27,1953,1952,1,4,3,1,2.0,316579.0,114.0,,,316693.0,2,40.37366110000001,127.0870417,14.8971921,100.83273,North Korea,PRK,Thailand,THI
1064,151,51,51.03100000000001,731,800,1,3,1951,7,27,1953,1953,1,4,3,1,2.0,316579.0,114.0,,,316693.0,1,40.37366110000001,127.0870417,14.8971921,100.83273,North Korea,PRK,Thailand,THI
1065,151,51,51.03100000000001,800,731,1,3,1951,7,27,1953,1951,4,1,3,1,2.0,114.0,316579.0,,,316693.0,2,14.8971921,100.83273,40.37366110000001,127.0870417,Thailand,THI,North Korea,PRK
1066,151,51,51.03100000000001,800,731,1,3,1951,7,27,1953,1952,4,1,3,1,2.0,114.0,316579.0,,,316693.0,3,14.8971921,100.83273,40.37366110000001,127.0870417,Thailand,THI,North Korea,PRK
1067,151,51,51.03100000000001,800,731,1,3,1951,7,27,1953,1953,4,1,3,1,2.0,114.0,316579.0,,,316693.0,1,14.8971921,100.83273,40.37366110000001,127.0870417,Thailand,THI,North Korea,PRK
1068,151,51,51.032,731,840,11,1,1950,7,27,1953,1950,1,4,3,1,2.0,316579.0,92.0,,,316671.0,3,40.37366110000001,127.0870417,12.7503486,122.7312101,North Korea,PRK,Philippines,PHI
1069,151,51,51.032,731,840,11,1,1950,7,27,1953,1951,1,4,3,1,2.0,316579.0,92.0,,,316671.0,1,40.37366110000001,127.0870417,12.7503486,122.7312101,North Korea,PRK,Philippines,PHI
1070,151,51,51.032,731,840,11,1,1950,7,27,1953,1952,1,4,3,1,2.0,316579.0,92.0,,,316671.0,2,40.37366110000001,127.0870417,12.7503486,122.7312101,North Korea,PRK,Philippines,PHI
1071,151,51,51.032,731,840,11,1,1950,7,27,1953,1953,1,4,3,1,2.0,316579.0,92.0,,,316671.0,4,40.37366110000001,127.0870417,12.7503486,122.7312101,North Korea,PRK,Philippines,PHI
1072,151,51,51.032,840,731,11,1,1950,7,27,1953,1950,4,1,1,3,2.0,92.0,316579.0,,,316671.0,2,12.7503486,122.7312101,40.37366110000001,127.0870417,Philippines,PHI,North Korea,PRK
1073,151,51,51.032,840,731,11,1,1950,7,27,1953,1951,4,1,1,3,2.0,92.0,316579.0,,,316671.0,4,12.7503486,122.7312101,40.37366110000001,127.0870417,Philippines,PHI,North Korea,PRK
1074,151,51,51.032,840,731,11,1,1950,7,27,1953,1952,4,1,1,3,2.0,92.0,316579.0,,,316671.0,1,12.7503486,122.7312101,40.37366110000001,127.0870417,Philippines,PHI,North Korea,PRK
1075,151,51,51.032,840,731,11,1,1950,7,27,1953,1953,4,1,1,3,2.0,92.0,316579.0,,,316671.0,3,12.7503486,122.7312101,40.37366110000001,127.0870417,Philippines,PHI,North Korea,PRK
1076,151,51,51.033,731,900,10,21,1950,7,27,1953,1950,1,4,3,1,2.0,316579.0,291.0,,,316870.0,4,40.37366110000001,127.0870417,-24.7761086,134.755,North Korea,PRK,Australia,AUL
1077,151,51,51.033,731,900,10,21,1950,7,27,1953,1951,1,4,3,1,2.0,316579.0,291.0,,,316870.0,3,40.37366110000001,127.0870417,-24.7761086,134.755,North Korea,PRK,Australia,AUL
1078,151,51,51.033,731,900,10,21,1950,7,27,1953,1952,1,4,3,1,2.0,316579.0,291.0,,,316870.0,1,40.37366110000001,127.0870417,-24.7761086,134.755,North Korea,PRK,Australia,AUL
1079,151,51,51.033,731,900,10,21,1950,7,27,1953,1953,1,4,3,1,2.0,316579.0,291.0,,,316870.0,2,40.37366110000001,127.0870417,-24.7761086,134.755,North Korea,PRK,Australia,AUL
1080,151,51,51.033,900,731,10,21,1950,7,27,1953,1950,4,1,1,3,2.0,291.0,316579.0,,,316870.0,1,-24.7761086,134.755,40.37366110000001,127.0870417,Australia,AUL,North Korea,PRK
1081,151,51,51.033,900,731,10,21,1950,7,27,1953,1951,4,1,1,3,2.0,291.0,316579.0,,,316870.0,3,-24.7761086,134.755,40.37366110000001,127.0870417,Australia,AUL,North Korea,PRK
1082,151,51,51.033,900,731,10,21,1950,7,27,1953,1952,4,1,1,3,2.0,291.0,316579.0,,,316870.0,4,-24.7761086,134.755,40.37366110000001,127.0870417,Australia,AUL,North Korea,PRK
1083,151,51,51.033,900,731,10,21,1950,7,27,1953,1953,4,1,1,3,2.0,291.0,316579.0,,,316870.0,2,-24.7761086,134.755,40.37366110000001,127.0870417,Australia,AUL,North Korea,PRK
1084,151,51,51.034,731,920,9,15,1950,7,27,1953,1950,1,4,3,1,2.0,316579.0,23.0,,,316602.0,2,40.37366110000001,127.0870417,-41.5000831,172.8344077,North Korea,PRK,New Zealand,NEW
1085,151,51,51.034,731,920,9,15,1950,7,27,1953,1951,1,4,3,1,2.0,316579.0,23.0,,,316602.0,3,40.37366110000001,127.0870417,-41.5000831,172.8344077,North Korea,PRK,New Zealand,NEW
1086,151,51,51.034,731,920,9,15,1950,7,27,1953,1952,1,4,3,1,2.0,316579.0,23.0,,,316602.0,4,40.37366110000001,127.0870417,-41.5000831,172.8344077,North Korea,PRK,New Zealand,NEW
1087,151,51,51.034,731,920,9,15,1950,7,27,1953,1953,1,4,3,1,2.0,316579.0,23.0,,,316602.0,1,40.37366110000001,127.0870417,-41.5000831,172.8344077,North Korea,PRK,New Zealand,NEW
1088,151,51,51.034,920,731,9,15,1950,7,27,1953,1950,4,1,1,3,2.0,23.0,316579.0,,,316602.0,3,-41.5000831,172.8344077,40.37366110000001,127.0870417,New Zealand,NEW,North Korea,PRK
1089,151,51,51.034,920,731,9,15,1950,7,27,1953,1951,4,1,1,3,2.0,23.0,316579.0,,,316602.0,1,-41.5000831,172.8344077,40.37366110000001,127.0870417,New Zealand,NEW,North Korea,PRK
1090,151,51,51.034,920,731,9,15,1950,7,27,1953,1952,4,1,1,3,2.0,23.0,316579.0,,,316602.0,2,-41.5000831,172.8344077,40.37366110000001,127.0870417,New Zealand,NEW,North Korea,PRK
1091,151,51,51.034,920,731,9,15,1950,7,27,1953,1953,4,1,1,3,2.0,23.0,316579.0,,,316602.0,4,-41.5000831,172.8344077,40.37366110000001,127.0870417,New Zealand,NEW,North Korea,PRK
1092,153,50,50.004,710,713,9,3,1954,4,23,1955,1954,1,3,1,1,1.0,1003.0,1367.0,,,2370.0,1,35.000074,104.999927,23.59829785,120.8353631,China,CHN,Taiwan,TAW
1093,153,50,50.004,710,713,9,3,1954,4,23,1955,1955,1,3,1,1,1.0,1003.0,1367.0,,,2370.0,2,35.000074,104.999927,23.59829785,120.8353631,China,CHN,Taiwan,TAW
1094,153,50,50.004,713,710,9,3,1954,4,23,1955,1954,3,1,3,1,3.0,1367.0,1003.0,,,2370.0,1,23.59829785,120.8353631,35.000074,104.999927,Taiwan,TAW,China,CHN
1095,153,50,50.004,713,710,9,3,1954,4,23,1955,1955,3,1,3,1,3.0,1367.0,1003.0,,,2370.0,2,23.59829785,120.8353631,35.000074,104.999927,Taiwan,TAW,China,CHN
1096,155,200,200.003,200,651,10,31,1956,11,6,1956,1956,2,3,1,3,3.0,20.0,3000.0,,,3020.0,1,54.70235450000001,-3.2765753,26.2540493,29.2675469,United Kingdom,UKG,Egypt,EGY
1097,155,200,200.003,651,200,10,31,1956,11,6,1956,1956,3,2,3,1,1.0,3000.0,20.0,,,3020.0,1,26.2540493,29.2675469,54.70235450000001,-3.2765753,Egypt,EGY,United Kingdom,UKG
1098,155,200,200.005,220,651,10,31,1956,11,6,1956,1956,2,3,1,3,3.0,10.0,3000.0,,,3010.0,1,46.603354,1.8883335,26.2540493,29.2675469,France,FRN,Egypt,EGY
1099,155,200,200.005,651,220,10,31,1956,11,6,1956,1956,3,2,3,1,1.0,3000.0,10.0,,,3010.0,1,26.2540493,29.2675469,46.603354,1.8883335,Egypt,EGY,France,FRN
1100,155,200,200.007,651,666,10,29,1956,11,6,1956,1956,3,1,3,1,3.0,3000.0,189.0,,,3189.0,1,26.2540493,29.2675469,30.8760272,35.0015196,Egypt,EGY,Israel,ISR
1101,155,200,200.007,666,651,10,29,1956,11,6,1956,1956,1,3,1,3,1.0,189.0,3000.0,,,3189.0,1,30.8760272,35.0015196,26.2540493,29.2675469,Israel,ISR,Egypt,EGY
1102,156,606,606.001,310,365,11,4,1956,11,14,1956,1956,3,1,3,1,3.0,2502.0,720.0,,,3222.0,1,47.1817585,19.5060937,64.6863136,97.7453061,Hungary,HUN,Russia,RUS
1103,156,606,606.001,365,310,11,4,1956,11,14,1956,1956,1,3,1,3,1.0,720.0,2502.0,,,3222.0,1,64.6863136,97.7453061,47.1817585,19.5060937,Russia,RUS,Hungary,HUN
1104,159,173,173.00400000000005,710,713,8,23,1958,11,23,1958,1958,1,3,1,3,2.0,300.0,1500.0,,,1800.0,1,35.000074,104.999927,23.59829785,120.8353631,China,CHN,Taiwan,TAW
1105,159,173,173.00400000000005,713,710,8,23,1958,11,23,1958,1958,3,1,3,1,2.0,1500.0,300.0,,,1800.0,1,23.59829785,120.8353631,35.000074,104.999927,Taiwan,TAW,China,CHN
1106,160,199,199.001,710,750,10,20,1962,11,21,1962,1962,1,3,1,3,1.0,500.0,1353.0,,,1853.0,1,35.000074,104.999927,22.3511148,78.6677428,China,CHN,India,IND
1107,160,199,199.001,750,710,10,20,1962,11,21,1962,1962,3,1,3,1,3.0,1353.0,500.0,,,1853.0,1,22.3511148,78.6677428,35.000074,104.999927,India,IND,China,CHN
1108,163,611,611.003,2,816,2,7,1965,1,27,1973,1965,1,3,1,3,1.0,58153.0,700000.0,,,758153.0,5,37.0902,-95.7129,13.2904027,108.4265113,United States of America,USA,Vietnam,DRV
1109,163,611,611.003,2,816,2,7,1965,1,27,1973,1966,1,3,1,3,1.0,58153.0,700000.0,,,758153.0,3,37.0902,-95.7129,13.2904027,108.4265113,United States of America,USA,Vietnam,DRV
1110,163,611,611.003,2,816,2,7,1965,1,27,1973,1967,1,3,1,3,1.0,58153.0,700000.0,,,758153.0,9,37.0902,-95.7129,13.2904027,108.4265113,United States of America,USA,Vietnam,DRV
1111,163,611,611.003,2,816,2,7,1965,1,27,1973,1968,1,3,1,3,1.0,58153.0,700000.0,,,758153.0,6,37.0902,-95.7129,13.2904027,108.4265113,United States of America,USA,Vietnam,DRV
1112,163,611,611.003,2,816,2,7,1965,1,27,1973,1969,1,3,1,3,1.0,58153.0,700000.0,,,758153.0,7,37.0902,-95.7129,13.2904027,108.4265113,United States of America,USA,Vietnam,DRV
1113,163,611,611.003,2,816,2,7,1965,1,27,1973,1970,1,3,1,3,1.0,58153.0,700000.0,,,758153.0,2,37.0902,-95.7129,13.2904027,108.4265113,United States of America,USA,Vietnam,DRV
1114,163,611,611.003,2,816,2,7,1965,1,27,1973,1971,1,3,1,3,1.0,58153.0,700000.0,,,758153.0,1,37.0902,-95.7129,13.2904027,108.4265113,United States of America,USA,Vietnam,DRV
1115,163,611,611.003,2,816,2,7,1965,1,27,1973,1972,1,3,1,3,1.0,58153.0,700000.0,,,758153.0,4,37.0902,-95.7129,13.2904027,108.4265113,United States of America,USA,Vietnam,DRV
1116,163,611,611.003,2,816,2,7,1965,1,27,1973,1973,1,3,1,3,1.0,58153.0,700000.0,,,758153.0,8,37.0902,-95.7129,13.2904027,108.4265113,United States of America,USA,Vietnam,DRV
1117,163,611,611.003,816,2,2,7,1965,1,27,1973,1965,3,1,3,1,3.0,700000.0,58153.0,,,758153.0,8,13.2904027,108.4265113,37.0902,-95.7129,Vietnam,DRV,United States of America,USA
1118,163,611,611.003,816,2,2,7,1965,1,27,1973,1966,3,1,3,1,3.0,700000.0,58153.0,,,758153.0,1,13.2904027,108.4265113,37.0902,-95.7129,Vietnam,DRV,United States of America,USA
1119,163,611,611.003,816,2,2,7,1965,1,27,1973,1967,3,1,3,1,3.0,700000.0,58153.0,,,758153.0,6,13.2904027,108.4265113,37.0902,-95.7129,Vietnam,DRV,United States of America,USA
1120,163,611,611.003,816,2,2,7,1965,1,27,1973,1968,3,1,3,1,3.0,700000.0,58153.0,,,758153.0,5,13.2904027,108.4265113,37.0902,-95.7129,Vietnam,DRV,United States of America,USA
1121,163,611,611.003,816,2,2,7,1965,1,27,1973,1969,3,1,3,1,3.0,700000.0,58153.0,,,758153.0,2,13.2904027,108.4265113,37.0902,-95.7129,Vietnam,DRV,United States of America,USA
1122,163,611,611.003,816,2,2,7,1965,1,27,1973,1970,3,1,3,1,3.0,700000.0,58153.0,,,758153.0,4,13.2904027,108.4265113,37.0902,-95.7129,Vietnam,DRV,United States of America,USA
1123,163,611,611.003,816,2,2,7,1965,1,27,1973,1971,3,1,3,1,3.0,700000.0,58153.0,,,758153.0,7,13.2904027,108.4265113,37.0902,-95.7129,Vietnam,DRV,United States of America,USA
1124,163,611,611.003,816,2,2,7,1965,1,27,1973,1972,3,1,3,1,3.0,700000.0,58153.0,,,758153.0,9,13.2904027,108.4265113,37.0902,-95.7129,Vietnam,DRV,United States of America,USA
1125,163,611,611.003,816,2,2,7,1965,1,27,1973,1973,3,1,3,1,3.0,700000.0,58153.0,,,758153.0,3,13.2904027,108.4265113,37.0902,-95.7129,Vietnam,DRV,United States of America,USA
1126,163,611,611.015,732,816,10,1,1965,1,27,1973,1965,2,3,1,3,3.0,4687.0,700000.0,7.0,,704687.0,5,36.5581914,127.9408564,13.2904027,108.4265113,South Korea,ROK,Vietnam,DRV
1127,163,611,611.015,732,816,10,1,1965,1,27,1973,1966,2,3,1,3,3.0,4687.0,700000.0,7.0,,704687.0,7,36.5581914,127.9408564,13.2904027,108.4265113,South Korea,ROK,Vietnam,DRV
1128,163,611,611.015,732,816,10,1,1965,1,27,1973,1967,2,3,1,3,3.0,4687.0,700000.0,7.0,,704687.0,6,36.5581914,127.9408564,13.2904027,108.4265113,South Korea,ROK,Vietnam,DRV
1129,163,611,611.015,732,816,10,1,1965,1,27,1973,1968,2,3,1,3,3.0,4687.0,700000.0,7.0,,704687.0,8,36.5581914,127.9408564,13.2904027,108.4265113,South Korea,ROK,Vietnam,DRV
1130,163,611,611.015,732,816,10,1,1965,1,27,1973,1969,2,3,1,3,3.0,4687.0,700000.0,7.0,,704687.0,1,36.5581914,127.9408564,13.2904027,108.4265113,South Korea,ROK,Vietnam,DRV
1131,163,611,611.015,732,816,10,1,1965,1,27,1973,1970,2,3,1,3,3.0,4687.0,700000.0,7.0,,704687.0,2,36.5581914,127.9408564,13.2904027,108.4265113,South Korea,ROK,Vietnam,DRV
1132,163,611,611.015,732,816,10,1,1965,1,27,1973,1971,2,3,1,3,3.0,4687.0,700000.0,7.0,,704687.0,9,36.5581914,127.9408564,13.2904027,108.4265113,South Korea,ROK,Vietnam,DRV
1133,163,611,611.015,732,816,10,1,1965,1,27,1973,1972,2,3,1,3,3.0,4687.0,700000.0,7.0,,704687.0,3,36.5581914,127.9408564,13.2904027,108.4265113,South Korea,ROK,Vietnam,DRV
1134,163,611,611.015,732,816,10,1,1965,1,27,1973,1973,2,3,1,3,3.0,4687.0,700000.0,7.0,,704687.0,4,36.5581914,127.9408564,13.2904027,108.4265113,South Korea,ROK,Vietnam,DRV
1135,163,611,611.015,816,732,10,1,1965,1,27,1973,1965,3,2,3,1,1.0,700000.0,4687.0,7.0,,704687.0,1,13.2904027,108.4265113,36.5581914,127.9408564,Vietnam,DRV,South Korea,ROK
1136,163,611,611.015,816,732,10,1,1965,1,27,1973,1966,3,2,3,1,1.0,700000.0,4687.0,7.0,,704687.0,9,13.2904027,108.4265113,36.5581914,127.9408564,Vietnam,DRV,South Korea,ROK
1137,163,611,611.015,816,732,10,1,1965,1,27,1973,1967,3,2,3,1,1.0,700000.0,4687.0,7.0,,704687.0,5,13.2904027,108.4265113,36.5581914,127.9408564,Vietnam,DRV,South Korea,ROK
1138,163,611,611.015,816,732,10,1,1965,1,27,1973,1968,3,2,3,1,1.0,700000.0,4687.0,7.0,,704687.0,3,13.2904027,108.4265113,36.5581914,127.9408564,Vietnam,DRV,South Korea,ROK
1139,163,611,611.015,816,732,10,1,1965,1,27,1973,1969,3,2,3,1,1.0,700000.0,4687.0,7.0,,704687.0,4,13.2904027,108.4265113,36.5581914,127.9408564,Vietnam,DRV,South Korea,ROK
1140,163,611,611.015,816,732,10,1,1965,1,27,1973,1970,3,2,3,1,1.0,700000.0,4687.0,7.0,,704687.0,2,13.2904027,108.4265113,36.5581914,127.9408564,Vietnam,DRV,South Korea,ROK
1141,163,611,611.015,816,732,10,1,1965,1,27,1973,1971,3,2,3,1,1.0,700000.0,4687.0,7.0,,704687.0,8,13.2904027,108.4265113,36.5581914,127.9408564,Vietnam,DRV,South Korea,ROK
1142,163,611,611.015,816,732,10,1,1965,1,27,1973,1972,3,2,3,1,1.0,700000.0,4687.0,7.0,,704687.0,6,13.2904027,108.4265113,36.5581914,127.9408564,Vietnam,DRV,South Korea,ROK
1143,163,611,611.015,816,732,10,1,1965,1,27,1973,1973,3,1,3,1,1.0,700000.0,4687.0,7.0,,704687.0,7,13.2904027,108.4265113,36.5581914,127.9408564,Vietnam,DRV,South Korea,ROK
1144,163,611,611.016,800,816,10,1,1967,4,17,1973,1967,2,3,1,3,3.0,700000.0,494.0,,,700494.0,4,14.8971921,100.83273,13.2904027,108.4265113,Thailand,THI,Vietnam,DRV
1145,163,611,611.016,800,816,10,1,1967,4,17,1973,1968,2,3,1,3,3.0,700000.0,494.0,,,700494.0,3,14.8971921,100.83273,13.2904027,108.4265113,Thailand,THI,Vietnam,DRV
1146,163,611,611.016,800,816,10,1,1967,4,17,1973,1969,2,3,1,3,3.0,700000.0,494.0,,,700494.0,7,14.8971921,100.83273,13.2904027,108.4265113,Thailand,THI,Vietnam,DRV
1147,163,611,611.016,800,816,10,1,1967,4,17,1973,1970,2,3,1,3,3.0,700000.0,494.0,,,700494.0,6,14.8971921,100.83273,13.2904027,108.4265113,Thailand,THI,Vietnam,DRV
1148,163,611,611.016,800,816,10,1,1967,4,17,1973,1971,2,3,1,3,3.0,700000.0,494.0,,,700494.0,5,14.8971921,100.83273,13.2904027,108.4265113,Thailand,THI,Vietnam,DRV
1149,163,611,611.016,800,816,10,1,1967,4,17,1973,1972,2,3,1,3,3.0,700000.0,494.0,,,700494.0,2,14.8971921,100.83273,13.2904027,108.4265113,Thailand,THI,Vietnam,DRV
1150,163,611,611.016,800,816,10,1,1967,4,17,1973,1973,2,3,1,3,3.0,700000.0,494.0,,,700494.0,1,14.8971921,100.83273,13.2904027,108.4265113,Thailand,THI,Vietnam,DRV
1151,163,611,611.016,816,800,10,1,1967,4,17,1973,1967,3,2,3,1,3.0,700000.0,494.0,,,700494.0,6,13.2904027,108.4265113,14.8971921,100.83273,Vietnam,DRV,Thailand,THI
1152,163,611,611.016,816,800,10,1,1967,4,17,1973,1968,3,2,3,1,3.0,700000.0,494.0,,,700494.0,5,13.2904027,108.4265113,14.8971921,100.83273,Vietnam,DRV,Thailand,THI
1153,163,611,611.016,816,800,10,1,1967,4,17,1973,1969,3,2,3,1,3.0,700000.0,494.0,,,700494.0,2,13.2904027,108.4265113,14.8971921,100.83273,Vietnam,DRV,Thailand,THI
1154,163,611,611.016,816,800,10,1,1967,4,17,1973,1970,3,2,3,1,3.0,700000.0,494.0,,,700494.0,1,13.2904027,108.4265113,14.8971921,100.83273,Vietnam,DRV,Thailand,THI
1155,163,611,611.016,816,800,10,1,1967,4,17,1973,1971,3,2,3,1,3.0,700000.0,494.0,,,700494.0,4,13.2904027,108.4265113,14.8971921,100.83273,Vietnam,DRV,Thailand,THI
1156,163,611,611.016,816,800,10,1,1967,4,17,1973,1972,3,2,3,1,3.0,700000.0,494.0,,,700494.0,3,13.2904027,108.4265113,14.8971921,100.83273,Vietnam,DRV,Thailand,THI
1157,163,611,611.016,816,800,10,1,1967,4,17,1973,1973,3,2,3,1,3.0,700000.0,494.0,,,700494.0,7,13.2904027,108.4265113,14.8971921,100.83273,Vietnam,DRV,Thailand,THI
1158,163,611,611.018,816,817,2,7,1965,4,30,1975,1965,3,1,3,1,3.0,700000.0,254257.0,,,954257.0,5,13.2904027,108.4265113,21.0625056,105.8290694,Vietnam,DRV,Republic of Vietnam,RVN
1159,163,611,611.018,816,817,2,7,1965,4,30,1975,1966,3,1,3,1,3.0,700000.0,254257.0,,,954257.0,2,13.2904027,108.4265113,21.0625056,105.8290694,Vietnam,DRV,Republic of Vietnam,RVN
1160,163,611,611.018,816,817,2,7,1965,4,30,1975,1967,3,1,3,1,3.0,700000.0,254257.0,,,954257.0,4,13.2904027,108.4265113,21.0625056,105.8290694,Vietnam,DRV,Republic of Vietnam,RVN
1161,163,611,611.018,816,817,2,7,1965,4,30,1975,1968,3,1,3,1,3.0,700000.0,254257.0,,,954257.0,10,13.2904027,108.4265113,21.0625056,105.8290694,Vietnam,DRV,Republic of Vietnam,RVN
1162,163,611,611.018,816,817,2,7,1965,4,30,1975,1969,3,1,3,1,3.0,700000.0,254257.0,,,954257.0,7,13.2904027,108.4265113,21.0625056,105.8290694,Vietnam,DRV,Republic of Vietnam,RVN
1163,163,611,611.018,816,817,2,7,1965,4,30,1975,1970,3,1,3,1,3.0,700000.0,254257.0,,,954257.0,8,13.2904027,108.4265113,21.0625056,105.8290694,Vietnam,DRV,Republic of Vietnam,RVN
1164,163,611,611.018,816,817,2,7,1965,4,30,1975,1971,3,1,3,1,3.0,700000.0,254257.0,,,954257.0,6,13.2904027,108.4265113,21.0625056,105.8290694,Vietnam,DRV,Republic of Vietnam,RVN
1165,163,611,611.018,816,817,2,7,1965,4,30,1975,1972,3,1,3,1,3.0,700000.0,254257.0,,,954257.0,9,13.2904027,108.4265113,21.0625056,105.8290694,Vietnam,DRV,Republic of Vietnam,RVN
1166,163,611,611.018,816,817,2,7,1965,4,30,1975,1973,3,1,3,1,3.0,700000.0,254257.0,,,954257.0,1,13.2904027,108.4265113,21.0625056,105.8290694,Vietnam,DRV,Republic of Vietnam,RVN
1167,163,611,611.018,816,817,2,7,1965,4,30,1975,1974,3,1,3,1,3.0,700000.0,254257.0,,,954257.0,3,13.2904027,108.4265113,21.0625056,105.8290694,Vietnam,DRV,Republic of Vietnam,RVN
1168,163,611,611.018,816,817,2,7,1965,4,30,1975,1975,3,1,3,1,3.0,700000.0,254257.0,,,954257.0,11,13.2904027,108.4265113,21.0625056,105.8290694,Vietnam,DRV,Republic of Vietnam,RVN
1169,163,611,611.018,817,816,2,7,1965,4,30,1975,1965,1,3,3,1,1.0,254257.0,700000.0,,,954257.0,1,21.0625056,105.8290694,13.2904027,108.4265113,Republic of Vietnam,RVN,Vietnam,DRV
1170,163,611,611.018,817,816,2,7,1965,4,30,1975,1966,1,3,3,1,1.0,254257.0,700000.0,,,954257.0,7,21.0625056,105.8290694,13.2904027,108.4265113,Republic of Vietnam,RVN,Vietnam,DRV
1171,163,611,611.018,817,816,2,7,1965,4,30,1975,1967,1,3,3,1,1.0,254257.0,700000.0,,,954257.0,9,21.0625056,105.8290694,13.2904027,108.4265113,Republic of Vietnam,RVN,Vietnam,DRV
1172,163,611,611.018,817,816,2,7,1965,4,30,1975,1968,1,3,3,1,1.0,254257.0,700000.0,,,954257.0,4,21.0625056,105.8290694,13.2904027,108.4265113,Republic of Vietnam,RVN,Vietnam,DRV
1173,163,611,611.018,817,816,2,7,1965,4,30,1975,1969,1,3,3,1,1.0,254257.0,700000.0,,,954257.0,11,21.0625056,105.8290694,13.2904027,108.4265113,Republic of Vietnam,RVN,Vietnam,DRV
1174,163,611,611.018,817,816,2,7,1965,4,30,1975,1970,1,3,3,1,1.0,254257.0,700000.0,,,954257.0,5,21.0625056,105.8290694,13.2904027,108.4265113,Republic of Vietnam,RVN,Vietnam,DRV
1175,163,611,611.018,817,816,2,7,1965,4,30,1975,1971,1,3,3,1,1.0,254257.0,700000.0,,,954257.0,6,21.0625056,105.8290694,13.2904027,108.4265113,Republic of Vietnam,RVN,Vietnam,DRV
1176,163,611,611.018,817,816,2,7,1965,4,30,1975,1972,1,3,3,1,1.0,254257.0,700000.0,,,954257.0,2,21.0625056,105.8290694,13.2904027,108.4265113,Republic of Vietnam,RVN,Vietnam,DRV
